Tag #,COMMON NAME,BOTANICAL NAME,Latitude,Longitude,Height,Diameter,Crown height,Crown Spread,Last Update,Contributors,Notes,Last Inspection,Health,Expert Notes
2204,Strawberry Tree,Arbutus unedo,37.31973467,-122.047472,31'-45',"5""",,,,,,6/30/2022,60% - Fair,Structural pruning and clearance
2205,Tristania,Tristania conferta,37.31934382,-122.0475524,16'-30',"15""",,,,,,6/30/2022,60% - Fair,Structural pruning
2206,Tristania,Tristania conferta,37.31935561,-122.0476647,16'-30',"7""",,,,,,6/30/2022,60% - Fair,Structural pruning
2207,Privet Species,Ligustrum spp.,37.31924443,-122.0473024,16'-30',"17""",,,,,,6/30/2022,60% - Fair,Structural pruning and clearance
2208,Privet Species,Ligustrum spp.,37.31945385,-122.0472962,16'-30',"15""",,,,,,6/30/2022,60% - Fair,Structural pruning and clearance
2209,Strawberry Tree,Arbutus unedo,37.31951038,-122.047315,31'-45',"5""",,,,,,6/30/2022,60% - Fair,Structural pruning and clearance
2210,Strawberry Tree,Arbutus unedo,37.31952372,-122.0473707,31'-45',"5""",,,,,,6/30/2022,60% - Fair,Structural pruning and clearance
2211,Strawberry Tree,Arbutus unedo,37.31953463,-122.0472415,31'-45',"8""",,,,,,6/30/2022,60% - Fair,Structural pruning and clearance
2212,Strawberry Tree,Arbutus unedo,37.31958365,-122.0471066,31'-45',"19""",,,,,,6/30/2022,60% - Fair,Structural pruning and clearance
2213,Strawberry Tree,Arbutus unedo,37.31953847,-122.0469984,31'-45',"9""",,,,,,6/30/2022,60% - Fair,Structural pruning and clearance
2214,Strawberry Tree,Arbutus unedo,37.31915971,-122.0469812,31'-45',"7""",,,,,,6/30/2022,60% - Fair,Structural pruning and clearance
2215,American Sycamore,Platanus occidentalis,37.31938109,-122.0469284,46'-60',"18""",,,,,,6/30/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
2216,American Sycamore,Platanus occidentalis,37.31946436,-122.0469123,46'-60',"26""",,,,,,6/30/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
2217,American Sycamore,Platanus occidentalis,37.31955222,-122.0469187,46'-60',"27""",,,,,,6/30/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
2218,American Sycamore,Platanus occidentalis,37.31974154,-122.0468967,46'-60',"18""",,,,,,6/30/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
2219,American Sycamore,Platanus occidentalis,37.31982041,-122.0469012,46'-60',"18""",,,,,,6/30/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
2220,American Sycamore,Platanus occidentalis,37.3198928,-122.0467978,46'-60',"26""",,,,,,6/30/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
2221,American Sycamore,Platanus occidentalis,37.31983756,-122.04677,46'-60',"20""",,,,,,6/30/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
2222,American Sycamore,Platanus occidentalis,37.31967217,-122.0467753,46'-60',"21""",,,,,,6/30/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
2223,American Sycamore,Platanus occidentalis,37.31957217,-122.0467965,46'-60',"21""",,,,,,6/30/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
2224,American Sycamore,Platanus occidentalis,37.31944344,-122.0467712,46'-60',"27""",,,,,,6/30/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
2225,Olive Tree,Olea europaea,37.31984989,-122.0469503,31'-45',"10""",,,,,,6/30/2022,60% - Fair,Structural pruning
2226,Olive Tree,Olea europaea,37.31986943,-122.047018,31'-45',"13""",,,,,,6/30/2022,60% - Fair,Structural pruning
2227,Olive Tree,Olea europaea,37.31979523,-122.0470163,31'-45',"14""",,,,,,6/30/2022,60% - Fair,Structural pruning
2228,Bay Laurel,Laurus nobilis,37.3197249,-122.0470113,16'-30',"6""",,,,,,6/30/2022,60% - Fair,Structural pruning
2229,Strawberry Tree,Arbutus unedo,37.31965606,-122.0470985,31'-45',"7""",,,,,,6/30/2022,60% - Fair,Structural pruning and clearance
2230,Strawberry Tree,Arbutus unedo,37.31962156,-122.0472073,31'-45',"6""",,,,,,6/30/2022,60% - Fair,Structural pruning and clearance
2231,Strawberry Tree,Arbutus unedo,37.31962818,-122.0472566,31'-45',"8""",,,,,,6/30/2022,60% - Fair,Structural pruning and clearance
2232,Strawberry Tree,Arbutus unedo,37.31964605,-122.0473686,31'-45',"6""",,,,,,6/30/2022,60% - Fair,Structural pruning and clearance
2233,Strawberry Tree,Arbutus unedo,37.31986546,-122.0473704,31'-45',"5""",,,,,,6/30/2022,60% - Fair,Structural pruning and clearance
2234,Privet Species,Ligustrum spp.,37.3199096,-122.0472002,16'-30',"2""",,,,,,6/30/2022,60% - Fair,Structural pruning and clearance
2235,Privet Species,Ligustrum spp.,37.31990972,-122.0471607,16'-30',"6""",,,,,,6/30/2022,60% - Fair,Structural pruning and clearance
2236,Strawberry Tree,Arbutus unedo,37.31986413,-122.0471072,31'-45',"4""",,,,,,6/30/2022,60% - Fair,Structural pruning and clearance
2237,Coast Redwood,Sequoia sempervirens,37.31991441,-122.0470984,46'-60',"28""",,,,,,6/30/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
2238,Coast Redwood,Sequoia sempervirens,37.31992919,-122.0470629,46'-60',"29""",,,,,,6/30/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
2239,Coast Redwood,Sequoia sempervirens,37.31995246,-122.0470675,46'-60',"20""",,,,,,6/30/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
2240,Coast Redwood,Sequoia sempervirens,37.31998762,-122.0470952,46'-60',"29""",,,,,,6/30/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
2241,Podocarpus,Podocarpus gracilior,37.32000673,-122.0471858,31'-45',"14""",,,,,,6/30/2022,60% - Fair,Clearance Pruning  /  Crown Clean
2242,Podocarpus,Podocarpus gracilior,37.32000725,-122.047259,31'-45',"11""",,,,,,6/30/2022,60% - Fair,Clearance Pruning  /  Crown Clean
2243,Podocarpus,Podocarpus gracilior,37.32001589,-122.0473133,31'-45',"7""",,,,,,6/30/2022,60% - Fair,Clearance Pruning  /  Crown Clean
2244,American Sycamore,Platanus occidentalis,37.3194566,-122.0465443,46'-60',"23""",,,,,,6/30/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
2245,American Sycamore,Platanus occidentalis,37.31954783,-122.046555,46'-60',"16""",,,,,,6/30/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
2246,American Sycamore,Platanus occidentalis,37.31968971,-122.0465676,46'-60',"24""",,,,,,6/30/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
2247,American Sycamore,Platanus occidentalis,37.31977726,-122.0465735,46'-60',"20""",,,,,,6/30/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
2248,American Sycamore,Platanus occidentalis,37.31986904,-122.0465787,46'-60',"23""",,,,,,6/30/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
2249,American Sycamore,Platanus occidentalis,37.32001481,-122.04653,46'-60',"20""",,,,,,6/30/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
2250,American Sycamore,Platanus occidentalis,37.32000039,-122.0463998,46'-60',"17""",,,,,,6/30/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
2251,American Sycamore,Platanus occidentalis,37.31977833,-122.046414,46'-60',"20""",,,,,,6/30/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
2252,American Sycamore,Platanus occidentalis,37.31947035,-122.046411,46'-60',"27""",,,,,,6/30/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
2253,American Sycamore,Platanus occidentalis,37.31939584,-122.0464181,46'-60',"16""",,,,,,6/30/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
2254,American Sycamore,Platanus occidentalis,37.31931766,-122.0463836,46'-60',"23""",,,,,,6/30/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
2255,Coast Live Oak,Quercus agrifolia,37.31973165,-122.0462985,46'-60',"31""",,,,,,6/30/2022,60% - Fair,"Crown clean, crown thin, and clearance"
2256,Cork Oak,Quercus suber,37.31977301,-122.0462179,31'-45',"15""",,,,,,6/30/2022,60% - Fair,Crown Clean  /  Crown Raise  /  Structural pruning
2257,Netleaf Hackberry,Celtis reticulata,37.31982402,-122.046311,46'-60',"15""",,,,,,6/30/2022,60% - Fair,"Crown clean, crown raise, crown thin, and end-weight reduction"
2258,Coast Redwood,Sequoia sempervirens,37.32002422,-122.0462858,46'-60',"29""",,,,,,6/30/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
2259,Coast Redwood,Sequoia sempervirens,37.32005703,-122.0462669,46'-60',"31""",,,,,,6/30/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
2260,Coast Redwood,Sequoia sempervirens,37.32007118,-122.0463462,46'-60',"29""",,,,,,6/30/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
2261,Coast Redwood,Sequoia sempervirens,37.32010266,-122.0462395,46'-60',"60""",,,,,,6/30/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
2262,Cherry Laurel,Prunus laurocerasus,37.32003862,-122.0466007,1'-15',"1""-6""",,,,,,6/30/2022,60% - Fair,Structural pruning
2263,American Sycamore,Platanus occidentalis,37.32003848,-122.0467885,46'-60',"17""",,,,,,6/30/2022,60% - Fair,"Crown clean, crown thin, end-weight reduction, and clearance"
2264,Coast Redwood,Sequoia sempervirens,37.3201638,-122.0469781,46'-60',"14""",,,,,,6/30/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
2265,Coast Redwood,Sequoia sempervirens,37.32016832,-122.04707,46'-60',"14""",,,,,,6/30/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
2266,American Sycamore,Platanus occidentalis,37.32067073,-122.0468761,46'-60',"24""",,,,,,6/30/2022,60% - Fair,"Crown clean, end-weight reduction, and clearance pruning"
2267,American Hornbeam,Carpinus caroliniana,37.32070547,-122.046916,16'-30',"8""",,,,,,6/30/2022,40% - Poor,Structural pruning and clearance
2268,American Hornbeam,Carpinus caroliniana,37.32070403,-122.0469802,16'-30',"5""",,,,,,6/30/2022,40% - Poor,Structural pruning and clearance
2269,American Hornbeam,Carpinus caroliniana,37.32069732,-122.0470136,16'-30',"5""",,,,,,6/30/2022,40% - Poor,Structural pruning and clearance
2270,American Hornbeam,Carpinus caroliniana,37.32068985,-122.0470344,16'-30',"7""",,,,,,6/30/2022,40% - Poor,Structural pruning and clearance
2271,American Sycamore,Platanus occidentalis,37.32064196,-122.046978,46'-60',"13""",,,,,,6/30/2022,60% - Fair,"Crown clean, end-weight reduction, and clearance pruning"
2272,American Sycamore,Platanus occidentalis,37.32064832,-122.0470972,46'-60',"21""",,,,,,6/30/2022,60% - Fair,"Crown clean, end-weight reduction, and clearance pruning"
2273,Coast Redwood,Sequoia sempervirens,37.32049475,-122.0469949,46'-60',"35""",,,,,,6/30/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
2274,Coast Redwood,Sequoia sempervirens,37.32056458,-122.047094,46'-60',"13""",,,,,,6/30/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
2275,Coast Redwood,Sequoia sempervirens,37.32057062,-122.0471703,46'-60',"15""",,,,,,6/30/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
2276,Coast Redwood,Sequoia sempervirens,37.32056728,-122.0472356,46'-60',"12""",,,,,,6/30/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
2277,Coast Redwood,Sequoia sempervirens,37.32056828,-122.0472869,46'-60',"16""",,,,,,6/30/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
2278,Eastern Redbud,Cercis canadensis,37.32052373,-122.0471305,1'-15',"3""",,,,,,6/30/2022,60% - Fair,Structural pruning
2279,Eastern Redbud,Cercis canadensis,37.32051957,-122.0472445,1'-15',"3""",,,,,,6/30/2022,60% - Fair,Structural pruning
2280,Coast Redwood,Sequoia sempervirens,37.32054508,-122.0473659,46'-60',"17""",,,,,,6/30/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
2281,Red Sunset Maple,Acer rubrum cv. Franksred,37.32048903,-122.0474615,16'-30',"7""",,,,,,6/30/2022,60% - Fair,Structural pruning
2282,Red Sunset Maple,Acer rubrum cv. Franksred,37.3204334,-122.0474884,16'-30',"4""",,,,,,6/30/2022,60% - Fair,Structural pruning
2283,Red Sunset Maple,Acer rubrum cv. Franksred,37.32038095,-122.0474751,16'-30',"6""",,,,,,6/30/2022,60% - Fair,Structural pruning
2284,Red Sunset Maple,Acer rubrum cv. Franksred,37.32028477,-122.0474804,16'-30',"6""",,,,,,6/30/2022,60% - Fair,Structural pruning
2285,Red Sunset Maple,Acer rubrum cv. Franksred,37.32023948,-122.0474706,16'-30',"5""",,,,,,6/30/2022,60% - Fair,Structural pruning
2286,Red Sunset Maple,Acer rubrum cv. Franksred,37.32016721,-122.0474626,16'-30',"6""",,,,,,6/30/2022,60% - Fair,Structural pruning
2287,Coast Redwood,Sequoia sempervirens,37.3201054,-122.0473826,46'-60',"15""",,,,,,6/30/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
2288,Cottonwood Species,Cottonwood spp.,37.32026239,-122.0475301,46'-60',"17""",,,,,,6/30/2022,60% - Fair,Crown Clean  /  Remove water sprouds
2289,Cottonwood Species,Cottonwood spp.,37.32024887,-122.0476067,46'-60',"17""",,,,,,6/30/2022,60% - Fair,Crown Clean  /  Remove water sprouds
2290,Cottonwood Species,Cottonwood spp.,37.32025257,-122.0476828,46'-60',"18""",,,,,,6/30/2022,60% - Fair,Crown Clean  /  Remove water sprouds
2291,Cottonwood Species,Cottonwood spp.,37.32024333,-122.0477486,46'-60',"16""",,,,,,6/30/2022,60% - Fair,Crown Clean  /  Remove water sprouds
2292,Cottonwood Species,Cottonwood spp.,37.32025324,-122.047842,46'-60',"17""",,,,,,6/30/2022,60% - Fair,Crown Clean  /  Remove water sprouds
2293,Cottonwood Species,Cottonwood spp.,37.32025323,-122.0479035,46'-60',"14""",,,,,,6/30/2022,60% - Fair,Crown Clean  /  Remove water sprouds
2294,Cottonwood Species,Cottonwood spp.,37.32026394,-122.0479557,46'-60',"16""",,,,,,6/30/2022,60% - Fair,Crown Clean  /  Remove water sprouds
2295,Cottonwood Species,Cottonwood spp.,37.32026905,-122.0480154,46'-60',"13""",,,,,,6/30/2022,60% - Fair,Crown Clean  /  Remove water sprouds
2296,Cottonwood Species,Cottonwood spp.,37.32028089,-122.0480753,46'-60',"12""",,,,,,6/30/2022,60% - Fair,Crown Clean  /  Remove water sprouds
2297,Cottonwood Species,Cottonwood spp.,37.32031636,-122.0481477,46'-60',"18""",,,,,,6/30/2022,60% - Fair,Crown Clean  /  Remove water sprouds
2298,Alder Species,Alnus spp.,37.32052434,-122.0484079,31'-45',"11""",,,,,,6/30/2022,40% - Poor,Crown Clean
2299,Cottonwood Species,Cottonwood spp.,37.320631,-122.0485935,46'-60',"19""",,,,,,6/30/2022,60% - Fair,Crown Clean  /  Remove water sprouds
2300,Coast Live Oak,Quercus agrifolia,37.32057812,-122.0484631,31'-45',"9""",,,,,,6/30/2022,60% - Fair,"Crown clean, crown thin, and clearance"
2301,Coast Live Oak,Quercus agrifolia,37.32059847,-122.0483093,31'-45',"10""",,,,,,6/30/2022,60% - Fair,"Crown clean, crown thin, and clearance"
2302,Coast Live Oak,Quercus agrifolia,37.32057868,-122.0481867,31'-45',"8""",,,,,,6/30/2022,60% - Fair,"Crown clean, crown thin, and clearance"
2303,Coast Live Oak,Quercus agrifolia,37.3205629,-122.0480161,31'-45',"8""",,,,,,6/30/2022,60% - Fair,"Crown clean, crown thin, and clearance"
2304,Coast Live Oak,Quercus agrifolia,37.32055082,-122.0479039,31'-45',"8""",,,,,,6/30/2022,60% - Fair,"Crown clean, crown thin, and clearance"
2305,Roughleaf Dogwood,Cornus drummondii,37.32052874,-122.047673,1'-15',"1""-6""",,,,,,6/30/2022,60% - Fair,Structural pruning
2306,Roughleaf Dogwood,Cornus drummondii,37.32052146,-122.0476021,1'-15',"1""-6""",,,,,,6/30/2022,60% - Fair,Structural pruning
2307,Roughleaf Dogwood,Cornus drummondii,37.32051884,-122.0475402,1'-15',"1""-6""",,,,,,6/30/2022,60% - Fair,Structural pruning
2308,Roughleaf Dogwood,Cornus drummondii,37.3205703,-122.047543,1'-15',"1""-6""",,,,,,6/30/2022,60% - Fair,Structural pruning
2309,Ginkgo,Ginkgo biloba,37.32065175,-122.0476325,31'-45',"4""",,,,,,6/30/2022,60% - Fair,Structural pruning
2310,Ginkgo,Ginkgo biloba,37.32063049,-122.0475499,31'-45',"4""",,,,,,6/30/2022,60% - Fair,Structural pruning
2311,Red Sunset Maple,Acer rubrum cv. Franksred,37.32061658,-122.0474517,16'-30',"6""",,,,,,6/30/2022,60% - Fair,Structural pruning
2312,Red Sunset Maple,Acer rubrum cv. Franksred,37.32068366,-122.0474594,16'-30',"6""",,,,,,6/30/2022,60% - Fair,Structural pruning
2313,Red Sunset Maple,Acer rubrum cv. Franksred,37.32088971,-122.0474769,16'-30',"5""",,,,,,6/30/2022,60% - Fair,Structural pruning
2314,Red Sunset Maple,Acer rubrum cv. Franksred,37.32097233,-122.0474783,16'-30',"5""",,,,,,6/30/2022,60% - Fair,Structural pruning
2315,Red Sunset Maple,Acer rubrum cv. Franksred,37.32104171,-122.0474677,16'-30',"5""",,,,,,6/30/2022,60% - Fair,Structural pruning
2316,Red Sunset Maple,Acer rubrum cv. Franksred,37.32115873,-122.0474509,16'-30',"5""",,,,,,6/30/2022,60% - Fair,Structural pruning
2317,Ginkgo,Ginkgo biloba,37.32097496,-122.0475793,31'-45',"7""",,,,,,6/30/2022,60% - Fair,Structural pruning
2318,Ginkgo,Ginkgo biloba,37.32104112,-122.047606,31'-45',"4""",,,,,,6/30/2022,60% - Fair,Structural pruning
2319,Ginkgo,Ginkgo biloba,37.32103807,-122.0477293,31'-45',"3""",,,,,,6/30/2022,60% - Fair,Structural pruning
2320,Ginkgo,Ginkgo biloba,37.32100831,-122.0478152,31'-45',"3""",,,,,,6/30/2022,60% - Fair,Structural pruning
2321,Roughleaf Dogwood,Cornus drummondii,37.32109131,-122.0476635,1'-15',"1""-6""",,,,,,6/30/2022,60% - Fair,Structural pruning
2322,Ginkgo,Ginkgo biloba,37.32100802,-122.0479937,31'-45',"3""",,,,,,6/30/2022,60% - Fair,Structural pruning
2323,Ginkgo,Ginkgo biloba,37.32099677,-122.048238,31'-45',"4""",,,,,,6/30/2022,60% - Fair,Structural pruning
2324,Ginkgo,Ginkgo biloba,37.32100904,-122.048519,31'-45',"4""",,,,,,6/30/2022,60% - Fair,Structural pruning
2325,Ginkgo,Ginkgo biloba,37.32102642,-122.0485976,31'-45',"4""",,,,,,6/30/2022,60% - Fair,Structural pruning
2326,Ginkgo,Ginkgo biloba,37.32099441,-122.0486598,31'-45',"3""",,,,,,6/30/2022,60% - Fair,Structural pruning
2327,Ginkgo,Ginkgo biloba,37.32093986,-122.0487287,31'-45',"3""",,,,,,6/30/2022,60% - Fair,Structural pruning
2328,Ginkgo,Ginkgo biloba,37.32082573,-122.0487019,31'-45',"3""",,,,,,6/30/2022,60% - Fair,Structural pruning
2329,Ginkgo,Ginkgo biloba,37.32120099,-122.0478852,31'-45',"1""",,,,,,6/30/2022,60% - Fair,Structural pruning
2330,Ginkgo,Ginkgo biloba,37.32121005,-122.0478231,31'-45',"1""",,,,,,6/30/2022,60% - Fair,Structural pruning
2331,Tristania,Tristania conferta,37.32231842,-122.04759,16'-30',"1""-6""",,,,,,7/1/2022,0% - Dead,Removal
2332,Coast Live Oak,Quercus agrifolia,37.32237602,-122.0477216,16'-30',"6""",,,,,,6/30/2022,60% - Fair,Structural pruning
2333,Coast Live Oak,Quercus agrifolia,37.32234796,-122.0476726,16'-30',"2""",,,,,,6/30/2022,60% - Fair,Structural pruning
2334,Coast Live Oak,Quercus agrifolia,37.32226499,-122.0476274,16'-30',"2""",,,,,,7/1/2022,60% - Fair,Removal
2335,Shamel Ash,Fraxinus uhdei,37.32226681,-122.0475452,31'-45',"2""",,,,,,6/30/2022,40% - Poor,Structural pruning and clearance
2336,Coast Live Oak,Quercus agrifolia,37.32231765,-122.0477227,16'-30',"2""",,,,,,7/1/2022,60% - Fair,Removal
2337,Valley Oak,Quercus lobata,37.32245645,-122.0487643,16'-30',"4""",,,,,,6/30/2022,60% - Fair,Structural pruning
2338,Coast Live Oak,Quercus agrifolia,37.32233284,-122.048709,16'-30',"2""",,,,,,7/1/2022,60% - Fair,Removal
2339,Coast Live Oak,Quercus agrifolia,37.32121181,-122.0481538,16'-30',"3""",,,,,,6/30/2022,60% - Fair,Structural pruning
2340,Canary Island Date Palm,Phoenix canariensis,37.32123254,-122.047382,31'-45',"39""",,,,,,6/30/2022,40% - Poor,"Remove dead fronds, flowers, and fruit"
2341,Eastern Redbud,Cercis canadensis,37.32114632,-122.0471554,1'-15',"3""",,,,,,6/30/2022,60% - Fair,Structural pruning
2342,American Sycamore,Platanus occidentalis,37.32099754,-122.0472146,46'-60',"16""",,,,,,6/30/2022,60% - Fair,"Crown clean, end-weight reduction, and clearance pruning"
2343,American Sycamore,Platanus occidentalis,37.32093082,-122.0472174,46'-60',"18""",,,,,,6/30/2022,60% - Fair,"Crown clean, end-weight reduction, and clearance pruning"
2344,American Sycamore,Platanus occidentalis,37.32098699,-122.0474116,46'-60',"17""",,,,,,6/30/2022,60% - Fair,"Crown clean, end-weight reduction, and clearance pruning"
2345,American Sycamore,Platanus occidentalis,37.32092965,-122.0474301,46'-60',"16""",,,,,,6/30/2022,60% - Fair,"Crown clean, end-weight reduction, and clearance pruning"
2346,Coast Live Oak,Quercus agrifolia,37.32093715,-122.0470713,16'-30',"8""",,,,,,6/30/2022,60% - Fair,Structural pruning
2347,Coast Live Oak,Quercus agrifolia,37.32082302,-122.0470728,16'-30',"6""",,,,,,6/30/2022,60% - Fair,Structural pruning
2348,Crapemyrtle,Lagerstroemia indica,37.32082445,-122.0469745,16'-30',"6""",,,,,,6/30/2022,60% - Fair,Structural pruning
2349,Crapemyrtle,Lagerstroemia indica,37.32081295,-122.0469175,16'-30',"6""",,,,,,6/30/2022,60% - Fair,Structural pruning
2350,Crapemyrtle,Lagerstroemia indica,37.32081122,-122.046868,16'-30',"6""",,,,,,6/30/2022,60% - Fair,Structural pruning
2351,Crapemyrtle,Lagerstroemia indica,37.32086208,-122.0469842,16'-30',"6""",,,,,,6/30/2022,60% - Fair,Structural pruning
2352,Crapemyrtle,Lagerstroemia indica,37.32086609,-122.0469401,16'-30',"6""",,,,,,6/30/2022,60% - Fair,Structural pruning
2353,Crapemyrtle,Lagerstroemia indica,37.32085094,-122.0468782,16'-30',"6""",,,,,,6/30/2022,60% - Fair,Structural pruning
2354,Crapemyrtle,Lagerstroemia indica,37.3209175,-122.0469828,16'-30',"7""",,,,,,6/30/2022,60% - Fair,Structural pruning
2355,Crapemyrtle,Lagerstroemia indica,37.32091971,-122.0469207,16'-30',"7""",,,,,,6/30/2022,60% - Fair,Structural pruning
2356,Crapemyrtle,Lagerstroemia indica,37.32092397,-122.0468672,16'-30',"6""",,,,,,6/30/2022,60% - Fair,Structural pruning
2357,Crapemyrtle,Lagerstroemia indica,37.32095618,-122.0469928,16'-30',"8""",,,,,,6/30/2022,60% - Fair,Structural pruning
2358,Crapemyrtle,Lagerstroemia indica,37.32096482,-122.0469389,16'-30',"7""",,,,,,6/30/2022,60% - Fair,Structural pruning
2359,Crapemyrtle,Lagerstroemia indica,37.32096048,-122.0468848,16'-30',"7""",,,,,,6/30/2022,60% - Fair,Structural pruning
2360,Crapemyrtle,Lagerstroemia indica,37.32081449,-122.0464507,16'-30',"7""",,,,,,6/30/2022,60% - Fair,Structural pruning
2361,Crapemyrtle,Lagerstroemia indica,37.32080948,-122.0463938,16'-30',"7""",,,,,,6/30/2022,60% - Fair,Structural pruning
2362,Crapemyrtle,Lagerstroemia indica,37.32081144,-122.0463411,16'-30',"6""",,,,,,6/30/2022,60% - Fair,Structural pruning
2363,Crapemyrtle,Lagerstroemia indica,37.32085984,-122.0464594,16'-30',"6""",,,,,,6/30/2022,60% - Fair,Structural pruning
2364,Crapemyrtle,Lagerstroemia indica,37.32085285,-122.0464088,16'-30',"6""",,,,,,6/30/2022,60% - Fair,Structural pruning
2365,Crapemyrtle,Lagerstroemia indica,37.32085031,-122.0463497,16'-30',"6""",,,,,,6/30/2022,60% - Fair,Structural pruning
2366,Crapemyrtle,Lagerstroemia indica,37.32092162,-122.0464744,16'-30',"6""",,,,,,6/30/2022,60% - Fair,Structural pruning
2367,Crapemyrtle,Lagerstroemia indica,37.32092896,-122.0464066,16'-30',"7""",,,,,,6/30/2022,60% - Fair,Structural pruning
2368,Crapemyrtle,Lagerstroemia indica,37.32092135,-122.046345,16'-30',"7""",,,,,,6/30/2022,60% - Fair,Structural pruning
2369,Crapemyrtle,Lagerstroemia indica,37.32097074,-122.0464717,16'-30',"6""",,,,,,6/30/2022,60% - Fair,Structural pruning
2370,Crapemyrtle,Lagerstroemia indica,37.32096932,-122.0463782,16'-30',"6""",,,,,,6/30/2022,60% - Fair,Structural pruning
2371,Crapemyrtle,Lagerstroemia indica,37.32096969,-122.0463349,16'-30',"7""",,,,,,6/30/2022,60% - Fair,Structural pruning
2372,Crapemyrtle,Lagerstroemia indica,37.32074648,-122.0467547,16'-30',"13""",,,,,,6/30/2022,60% - Fair,Structural pruning
2373,Crapemyrtle,Lagerstroemia indica,37.32075175,-122.046561,16'-30',"13""",,,,,,6/30/2022,60% - Fair,Structural pruning
2374,Coast Live Oak,Quercus agrifolia,37.32079874,-122.0462156,16'-30',"6""",,,,,,6/30/2022,60% - Fair,Structural pruning
2375,Coast Live Oak,Quercus agrifolia,37.32094097,-122.0462136,16'-30',"9""",,,,,,6/30/2022,60% - Fair,Structural pruning
2376,Coast Live Oak,Quercus agrifolia,37.321069,-122.0463047,16'-30',"2""",,,,,,6/30/2022,60% - Fair,Structural pruning
2377,California Fan Palm,Washingtonia filifera,37.32125576,-122.0462539,16'-30',"25""",,,,,,6/30/2022,60% - Fair,"Remove dead fronds, flowers, and fruit"
2378,Canary Island Date Palm,Phoenix canariensis,37.32125787,-122.0463605,46'-60',"30""",,,,,,6/30/2022,40% - Poor,"Remove dead fronds, flowers, and fruit"
2379,Canary Island Date Palm,Phoenix canariensis,37.32138656,-122.0463678,46'-60',"31""",,,,,,6/30/2022,40% - Poor,"Remove dead fronds, flowers, and fruit"
2380,Coast Redwood,Sequoia sempervirens,37.32133989,-122.0463491,46'-60',"17""",,,,,,7/1/2022,60% - Fair,Removal/Grind
2381,Privet Species,Ligustrum spp.,37.32144021,-122.0463724,16'-30',"8""",,,,,,6/30/2022,40% - Poor,Removal
2382,Coast Redwood,Sequoia sempervirens,37.32178743,-122.0463642,46'-60',"27""",,,,,,6/30/2022,60% - Fair,Crown clean and clearance pruning
2383,Coast Redwood,Sequoia sempervirens,37.32186291,-122.0463624,46'-60',"20""",,,,,,6/30/2022,60% - Fair,Crown clean and clearance pruning
2384,Coast Redwood,Sequoia sempervirens,37.32191093,-122.0463579,46'-60',"18""",,,,,,6/30/2022,60% - Fair,Crown clean and clearance pruning
