Tag #,COMMON NAME,BOTANICAL NAME,Latitude,Longitude,Height,Diameter,Crown height,Crown Spread,Last Update,Contributors,Notes,Last Inspection,Health,Expert Notes
1,Chinese Elm,Ulmus parvifolia,37.31641222,-122.046337,31'-45',"8""",,,,,,06/28/2022,60% - Fair,"Crown clean, crown raise, and clearance pruning"
2,Liquidambar,Liquidambar styraciflua,37.31634238,-122.0463653,31'-45',"16""",,,,,,06/28/2022,40% - Poor,Crown Clean  /  Crown Restoration
3,Coast Live Oak,Quercus agrifolia,37.31620955,-122.0460876,31'-45',"38""",,,,,,07/01/2022,40% - Poor,"Crown clean, crown thin, end-weight reduction, and clearance"
7,Coast Live Oak,Quercus agrifolia,37.3174627,-122.0460726,31'-45',"25""",,,,,,06/28/2022,40% - Poor,Clearance Pruning  /  Crown Clean
13,Coast Redwood,Sequoia sempervirens,37.3189978,-122.0478636,46'-60',"17""",,,,,,06/30/2022,40% - Poor,Crown Clean  /  Remove dead top
16,Coast Redwood,Sequoia sempervirens,37.31852626,-122.0473111,46'-60',"13""",,,,,,06/29/2022,40% - Poor,Crown Clean  /  Remove dead top
17,Coast Redwood,Sequoia sempervirens,37.31856379,-122.0470221,46'-60',"13""",,,,,,06/29/2022,40% - Poor,Crown Clean  /  Remove dead top
20,Deodar Cedar,Cedrus deodara,37.31976195,-122.047973,31'-45',"17""",,,,,,04/04/2022,40% - Poor,"Crown clean, crown raise, and structural pruning"
22,Coast Redwood,Sequoia sempervirens,37.32004005,-122.0477254,46'-60',"24""",,,,,,06/30/2022,40% - Poor,Crown Clean  /  Remove dead top
24,Coast Redwood,Sequoia sempervirens,37.31948848,-122.0456938,46'-60',"23""",,,,,,06/16/2022,40% - Poor,Crown Clean  /  Remove dead top
25,Coast Redwood,Sequoia sempervirens,37.31947607,-122.0456401,46'-60',"15""",,,,,,06/16/2022,40% - Poor,Crown Clean  /  Remove dead top
26,Coast Redwood,Sequoia sempervirens,37.3194375,-122.0456563,46'-60',"19""",,,,,,06/16/2022,40% - Poor,Crown Clean  /  Remove dead top
27,Coast Redwood,Sequoia sempervirens,37.31913414,-122.0456563,46'-60',"16""",,,,,,06/16/2022,40% - Poor,Crown Clean  /  Remove dead top
30,Coast Redwood,Sequoia sempervirens,37.31995724,-122.0436632,46'-60',"20""",,,,,,04/04/2022,20% - Critical,Crown Clean
31,Coast Redwood,Sequoia sempervirens,37.32000584,-122.0439043,46'-60',"27""",,,,,,04/04/2022,40% - Poor,"Crown clean, crown raise, crown thin, and clearance pruning"
32,Coast Redwood,Sequoia sempervirens,37.32009515,-122.0438341,46'-60',"32""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
33,Coast Redwood,Sequoia sempervirens,37.32013927,-122.0437815,46'-60',"30""",,,,,,07/05/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning  /  Remove Codominant Leader"
35,Coast Redwood,Sequoia sempervirens,37.32007056,-122.0436885,46'-60',"20""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
36,Coast Redwood,Sequoia sempervirens,37.32004067,-122.0434892,46'-60',"32""",,,11/01/2024,,,04/04/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
37,Coast Redwood,Sequoia sempervirens,37.31990118,-122.043497,46'-60',"23""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
38,Coast Redwood,Sequoia sempervirens,37.32032292,-122.0435303,46'-60',"31""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
39,Coast Redwood,Sequoia sempervirens,37.32016834,-122.0435199,46'-60',"33""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
40,Coast Redwood,Sequoia sempervirens,37.31991572,-122.0436522,46'-60',"22""",,,,,,04/04/2022,40% - Poor,"Crown clean, crown raise, crown thin, and clearance pruning"
41,Coast Redwood,Sequoia sempervirens,37.31989353,-122.0436811,46'-60',"25""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
42,Coast Redwood,Sequoia sempervirens,37.31984973,-122.0436773,46'-60',"17""",,,,,,04/04/2022,40% - Poor,"Crown clean, crown raise, crown thin, and clearance pruning"
43,Coast Redwood,Sequoia sempervirens,37.31983053,-122.0437402,46'-60',"33""",,,,,,04/04/2022,40% - Poor,"Crown clean, crown raise, crown thin, and clearance pruning"
44,Coast Redwood,Sequoia sempervirens,37.31962157,-122.0439646,46'-60',"29""",,,,,,04/04/2022,40% - Poor,"Crown clean, crown raise, crown thin, and clearance pruning"
45,Coast Redwood,Sequoia sempervirens,37.3196145,-122.0439153,46'-60',"32""",,,,,,04/04/2022,20% - Critical,"Crown clean, crown raise, crown thin, and clearance pruning"
46,Coast Redwood,Sequoia sempervirens,37.31960699,-122.0438716,46'-60',"26""",,,,,,04/04/2022,40% - Poor,"Crown clean, crown raise, crown thin, and clearance pruning"
47,Coast Redwood,Sequoia sempervirens,37.31975788,-122.0443235,46'-60',"36""",,,,,,04/04/2022,40% - Poor,"Crown clean, crown raise, crown thin, and clearance pruning"
48,Coast Redwood,Sequoia sempervirens,37.31972559,-122.0442745,46'-60',"29""",,,,,,04/04/2022,40% - Poor,"Crown clean, crown raise, crown thin, and clearance pruning"
49,Coast Redwood,Sequoia sempervirens,37.31963126,-122.0441331,46'-60',"38""",,,,,,04/04/2022,40% - Poor,"Crown clean, crown raise, crown thin, and clearance pruning"
50,Coast Redwood,Sequoia sempervirens,37.3196358,-122.0441802,46'-60',"25""",,,,,,04/04/2022,40% - Poor,"Crown clean, crown raise, crown thin, and clearance pruning"
51,Coast Redwood,Sequoia sempervirens,37.31962846,-122.044491,46'-60',"22""",,,,,,04/04/2022,40% - Poor,"Crown clean, crown raise, crown thin, and clearance pruning"
52,Coast Redwood,Sequoia sempervirens,37.31961938,-122.0444246,46'-60',"20""",,,,,,04/04/2022,20% - Critical,"Crown clean, crown raise, crown thin, and clearance pruning"
53,Coast Redwood,Sequoia sempervirens,37.31962658,-122.0440687,46'-60',"25""",,,,,,04/04/2022,20% - Critical,"Crown clean, crown raise, crown thin, and clearance pruning"
55,Coast Redwood,Sequoia sempervirens,37.31968207,-122.0446511,46'-60',"22""",,,,,,04/04/2022,20% - Critical,"Crown clean, crown raise, crown thin, and clearance pruning"
56,Coast Redwood,Sequoia sempervirens,37.31970944,-122.0446051,46'-60',"19""",,,,,,04/04/2022,40% - Poor,"Crown clean, crown raise, crown thin, and clearance pruning"
57,Coast Redwood,Sequoia sempervirens,37.31973908,-122.0445534,46'-60',"23""",,,,,,04/04/2022,40% - Poor,"Crown clean, crown raise, crown thin, and clearance pruning"
58,Coast Redwood,Sequoia sempervirens,37.31974463,-122.0446498,46'-60',"22""",,,,,,04/04/2022,40% - Poor,"Crown clean, crown raise, crown thin, and clearance pruning"
59,Coast Redwood,Sequoia sempervirens,37.31976076,-122.0445924,46'-60',"22""",,,,,,04/04/2022,40% - Poor,"Crown clean, crown raise, crown thin, and clearance pruning"
60,Coast Redwood,Sequoia sempervirens,37.31979771,-122.0446278,46'-60',"36""",,,,,,04/04/2022,40% - Poor,"Crown clean, crown raise, crown thin, and clearance pruning"
61,Coast Redwood,Sequoia sempervirens,37.31964508,-122.0444477,46'-60',"21""",,,,,,04/04/2022,40% - Poor,"Crown clean, crown raise, crown thin, and clearance pruning"
62,Coast Redwood,Sequoia sempervirens,37.31969006,-122.0445047,46'-60',"17""",,,,,,04/04/2022,40% - Poor,"Crown clean, crown raise, crown thin, and clearance pruning"
63,Coast Redwood,Sequoia sempervirens,37.31970737,-122.0444441,46'-60',"15""",,,,,,04/04/2022,40% - Poor,"Crown clean, crown raise, crown thin, and clearance pruning"
64,Coast Redwood,Sequoia sempervirens,37.31974563,-122.0444761,46'-60',"27""",,,,,,04/04/2022,40% - Poor,"Crown clean, crown raise, crown thin, and clearance pruning"
65,Coast Redwood,Sequoia sempervirens,37.3196041,-122.0438043,46'-60',"33""",,,,,,04/04/2022,40% - Poor,"Crown clean, crown raise, crown thin, and clearance pruning"
66,Coast Redwood,Sequoia sempervirens,37.31962649,-122.0437569,31'-45',"13""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
67,Coast Redwood,Sequoia sempervirens,37.31945912,-122.0455904,46'-60',"23""",,,,,,06/16/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
68,Coast Redwood,Sequoia sempervirens,37.3193931,-122.0456046,46'-60',"35""",,,,,,06/16/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
69,Coast Redwood,Sequoia sempervirens,37.31932755,-122.045651,46'-60',"15""",,,,,,06/16/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
70,Coast Redwood,Sequoia sempervirens,37.31944013,-122.0456201,46'-60',"13""",,,,,,06/16/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
71,Coast Redwood,Sequoia sempervirens,37.3194752,-122.0457386,46'-60',"26""",,,,,,06/16/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
72,Coast Redwood,Sequoia sempervirens,37.31939675,-122.0456565,46'-60',"22""",,,,,,06/16/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
73,Coast Redwood,Sequoia sempervirens,37.31935255,-122.045655,46'-60',"18""",,,,,,06/16/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
74,Coast Redwood,Sequoia sempervirens,37.31942712,-122.0457462,46'-60',"15""",,,,,,06/16/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
75,Coast Redwood,Sequoia sempervirens,37.31936572,-122.0457504,46'-60',"12""",,,,,,06/16/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
76,Coast Redwood,Sequoia sempervirens,37.31938618,-122.0457857,46'-60',"11""",,,,,,06/16/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
77,Coast Redwood,Sequoia sempervirens,37.31929593,-122.0457741,46'-60',"22""",,,,,,06/16/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
78,Coast Redwood,Sequoia sempervirens,37.31924438,-122.0457716,46'-60',"18""",,,,,,06/16/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
79,Coast Redwood,Sequoia sempervirens,37.31916686,-122.0457098,46'-60',"18""",,,,,,06/16/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
80,Coast Redwood,Sequoia sempervirens,37.31920259,-122.0457459,46'-60',"25""",,,,,,06/16/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
81,Coast Redwood,Sequoia sempervirens,37.31924906,-122.0457128,46'-60',"22""",,,,,,06/16/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
82,Coast Redwood,Sequoia sempervirens,37.3,-122.0,46'-60',"18""",,,,,,06/16/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
83,Coast Redwood,Sequoia sempervirens,37.31923815,-122.0456395,46'-60',"23""",,,,,,06/16/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
84,Coast Redwood,Sequoia sempervirens,37.31919842,-122.0456069,46'-60',"26""",,,,,,06/16/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
85,Coast Redwood,Sequoia sempervirens,37.31917251,-122.0456168,46'-60',"28""",,,,,,06/16/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
89,Coast Redwood,Sequoia sempervirens,37.32005803,-122.0475391,46'-60',"27""",,,,,,06/30/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
90,Coast Redwood,Sequoia sempervirens,37.32010541,-122.0475716,46'-60',"20""",,,,,,06/30/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
91,Coast Redwood,Sequoia sempervirens,37.32006419,-122.0476576,46'-60',"20""",,,,,,06/30/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
92,Coast Redwood,Sequoia sempervirens,37.32007871,-122.0476985,46'-60',"24""",,,,,,06/30/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
95,Coast Redwood,Sequoia sempervirens,37.3190575,-122.047878,46'-60',"21""",,,,,,06/30/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
96,Coast Redwood,Sequoia sempervirens,37.3,-122.0,46'-60',"20""",,,,,,06/30/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
97,Coast Redwood,Sequoia sempervirens,37.31915191,-122.0479047,46'-60',"20""",,,,,,06/30/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
98,Coast Redwood,Sequoia sempervirens,37.31917356,-122.0478637,46'-60',"21""",,,,,,06/30/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
99,Coast Redwood,Sequoia sempervirens,37.31909303,-122.0478502,46'-60',"18""",,,,,,06/30/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
100,Coast Redwood,Sequoia sempervirens,37.3191311,-122.047861,46'-60',"24""",,,,,,06/30/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
101,Coast Redwood,Sequoia sempervirens,37.31915332,-122.047811,46'-60',"14""",,,,,,06/30/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
102,Coast Redwood,Sequoia sempervirens,37.31912032,-122.0477906,46'-60',"14""",,,,,,06/30/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
104,Coast Redwood,Sequoia sempervirens,37.31894953,-122.0478885,46'-60',"28""",,,,,,06/30/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
105,Coast Redwood,Sequoia sempervirens,37.31890354,-122.0478665,46'-60',"33""",,,,,,06/30/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
106,Coast Redwood,Sequoia sempervirens,37.31896668,-122.0478068,46'-60',"11""",,,,,,06/30/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
107,Coast Redwood,Sequoia sempervirens,37.31893548,-122.04778,46'-60',"29""",,,,,,06/30/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
108,Coast Redwood,Sequoia sempervirens,37.31888841,-122.0478093,46'-60',"27""",,,,,,06/30/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
109,Coast Redwood,Sequoia sempervirens,37.31886301,-122.0477384,46'-60',"14""",,,,,,06/30/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
111,Coast Redwood,Sequoia sempervirens,37.31889866,-122.0477661,46'-60',"29""",,,,,,06/30/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
115,Coast Redwood,Sequoia sempervirens,37.31892921,-122.0476339,46'-60',"28""",,,,,,06/29/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
116,Coast Redwood,Sequoia sempervirens,37.31892558,-122.0475923,46'-60',"27""",,,,,,06/29/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
117,Coast Redwood,Sequoia sempervirens,37.31892325,-122.0475373,46'-60',"21""",,,,,,06/29/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
118,Coast Redwood,Sequoia sempervirens,37.31898768,-122.0475073,46'-60',"34""",,,,,,06/29/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
119,Coast Redwood,Sequoia sempervirens,37.31894796,-122.0474741,46'-60',"20""",,,,,,06/29/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
120,Coast Redwood,Sequoia sempervirens,37.31887517,-122.0475241,46'-60',"20""",,,,,,06/29/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
121,Coast Redwood,Sequoia sempervirens,37.31889543,-122.0474745,46'-60',"27""",,,,,,06/29/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
122,Coast Redwood,Sequoia sempervirens,37.31885917,-122.0474771,46'-60',"25""",,,,,,06/29/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
123,Coast Redwood,Sequoia sempervirens,37.31879926,-122.0474337,46'-60',"22""",,,,,,06/29/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
124,Coast Redwood,Sequoia sempervirens,37.31879082,-122.0474836,46'-60',"12""",,,,,,06/29/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
125,Coast Redwood,Sequoia sempervirens,37.31874569,-122.0474259,46'-60',"14""",,,,,,06/29/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
126,Coast Redwood,Sequoia sempervirens,37.31874602,-122.0474751,46'-60',"14""",,,,,,06/29/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
127,Coast Redwood,Sequoia sempervirens,37.31870832,-122.0474157,46'-60',"18""",,,,,,06/29/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
128,Coast Redwood,Sequoia sempervirens,37.31870522,-122.0474734,46'-60',"12""",,,,,,06/29/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
129,Coast Redwood,Sequoia sempervirens,37.31867543,-122.0474404,46'-60',"24""",,,,,,06/29/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
130,Coast Redwood,Sequoia sempervirens,37.31867216,-122.0474854,46'-60',"16""",,,,,,06/29/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
131,Coast Redwood,Sequoia sempervirens,37.31863291,-122.0474855,46'-60',"36""",,,,,,06/29/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
132,Coast Redwood,Sequoia sempervirens,37.3188196,-122.0474477,46'-60',"18""",,,,,,06/29/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
133,Coast Redwood,Sequoia sempervirens,37.31850215,-122.0475422,46'-60',"19""",,,,,,06/29/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
134,Coast Redwood,Sequoia sempervirens,37.31850466,-122.0475914,46'-60',"16""",,,,,,06/29/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
135,Coast Redwood,Sequoia sempervirens,37.31850717,-122.0476405,46'-60',"22""",,,,,,06/29/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
136,Coast Redwood,Sequoia sempervirens,37.31847425,-122.0476448,46'-60',"17""",,,,,,06/29/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
137,Coast Redwood,Sequoia sempervirens,37.31847235,-122.0476919,46'-60',"20""",,,,,,06/29/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
138,Coast Redwood,Sequoia sempervirens,37.31852029,-122.0473564,46'-60',"20""",,,,,,06/29/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
139,Coast Redwood,Sequoia sempervirens,37.31851159,-122.0473976,46'-60',"22""",,,,,,06/29/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
140,Coast Redwood,Sequoia sempervirens,37.31853182,-122.0474348,46'-60',"20""",,,,,,06/29/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
141,Coast Redwood,Sequoia sempervirens,37.31854974,-122.0474877,46'-60',"15""",,,,,,06/29/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
142,Coast Redwood,Sequoia sempervirens,37.31855031,-122.047445,46'-60',"15""",,,,,,06/29/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
143,Coast Redwood,Sequoia sempervirens,37.31856776,-122.0474201,46'-60',"21""",,,,,,06/29/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
144,Coast Redwood,Sequoia sempervirens,37.31853578,-122.0473713,46'-60',"17""",,,,,,06/29/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
145,Coast Redwood,Sequoia sempervirens,37.31855625,-122.0473626,46'-60',"10""",,,,,,06/29/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
146,Coast Redwood,Sequoia sempervirens,37.31856064,-122.0473205,46'-60',"20""",,,,,,06/29/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
147,Coast Redwood,Sequoia sempervirens,37.31853271,-122.0472434,46'-60',"21""",,,,,,06/29/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
148,Coast Redwood,Sequoia sempervirens,37.31867689,-122.047757,46'-60',"40""",,,,,,06/30/2022,60% - Fair,"Crown clean, crown raise, crown thin, and clearance pruning"
152,Cork Oak,Quercus suber,37.31893994,-122.0444024,46'-60',"30""",,,,,,06/14/2022,60% - Fair,Building Clearance  /  Crown Clean
153,Coast Live Oak,Quercus agrifolia,37.32124907,-122.047223,31'-45',"21""",,,,,,06/30/2022,40% - Poor,"Crown clean, crown raise, crown thin, and end-weight reduction"
154,Coast Live Oak,Quercus agrifolia,37.32066461,-122.0460125,31'-45',"48""",,,,,,07/05/2022,40% - Poor,Cabling Support System  /  End Weight Reduction
155,American Sycamore,Platanus occidentalis,37.32051263,-122.0461147,46'-60',"16""",,,,,,04/04/2022,60% - Fair,"Crown clean, end-weight reduction, and clearance pruning"
156,American Sycamore,Platanus occidentalis,37.32050021,-122.0460463,46'-60',"15""",,,,,,04/04/2022,60% - Fair,"Crown clean, end-weight reduction, and clearance pruning"
157,American Sycamore,Platanus occidentalis,37.32049325,-122.0459441,46'-60',"12""",,,,,,04/04/2022,60% - Fair,"Crown clean, end-weight reduction, and clearance pruning"
158,American Sycamore,Platanus occidentalis,37.32050129,-122.0458388,46'-60',"24""",,,,,,04/04/2022,60% - Fair,"Crown clean, end-weight reduction, and clearance pruning"
159,American Sycamore,Platanus occidentalis,37.3206595,-122.0458891,46'-60',"21""",,,,,,04/04/2022,60% - Fair,"Crown clean, end-weight reduction, and clearance pruning"
160,American Sycamore,Platanus occidentalis,37.32082788,-122.0458978,46'-60',"21""",,,,,,04/04/2022,60% - Fair,"Crown clean, end-weight reduction, and clearance pruning"
161,American Sycamore,Platanus occidentalis,37.32091662,-122.0459054,46'-60',"22""",,,,,,04/04/2022,60% - Fair,"Crown clean, end-weight reduction, and clearance pruning"
162,American Sycamore,Platanus occidentalis,37.32107831,-122.0459986,46'-60',"12""",,,,,,04/04/2022,60% - Fair,"Crown clean, end-weight reduction, and clearance pruning"
163,American Sycamore,Platanus occidentalis,37.32107346,-122.0461266,46'-60',"18""",,,,,,04/04/2022,60% - Fair,"Crown clean, end-weight reduction, and clearance pruning"
164,American Sycamore,Platanus occidentalis,37.32068022,-122.0464095,46'-60',"27""",,,,,,06/30/2022,60% - Fair,"Crown clean, end-weight reduction, and clearance pruning"
165,American Sycamore,Platanus occidentalis,37.32065451,-122.0462003,46'-60',"22""",,,,,,06/30/2022,60% - Fair,"Crown clean, end-weight reduction, and clearance pruning"
166,Podocarpus,Podocarpus gracilior,37.32112279,-122.0458134,16'-30',"10""",,,,,,04/04/2022,60% - Fair,Removal/Grind
169,Cork Oak,Quercus suber,37.32201759,-122.0464211,46'-60',"49""",,,,,,06/30/2022,60% - Fair,Root-collar-excavation and air-spade / Foliar spray and soil drench (aphids and scale insects)
170,Coast Redwood,Sequoia sempervirens,37.32049322,-122.0462806,46'-60',"59""",,,,,,06/30/2022,60% - Fair,Crown clean and clearance pruning
171,Coast Redwood,Sequoia sempervirens,37.32054613,-122.0463064,46'-60',"35""",,,,,,06/30/2022,60% - Fair,Crown clean and clearance pruning
172,Coast Redwood,Sequoia sempervirens,37.32060653,-122.0462693,46'-60',"36""",,,,,,06/30/2022,60% - Fair,Crown clean and clearance pruning
173,Coast Redwood,Sequoia sempervirens,37.32130637,-122.0463167,46'-60',"50""",,,,,,06/30/2022,60% - Fair,Crown clean and clearance pruning
174,Coast Redwood,Sequoia sempervirens,37.32145799,-122.0462906,46'-60',"29""",,,,,,06/30/2022,60% - Fair,Crown clean and clearance pruning
175,Coast Redwood,Sequoia sempervirens,37.32140327,-122.0462674,46'-60',"38""",,,,,,06/30/2022,60% - Fair,Crown clean and clearance pruning
177,Coast Redwood,Sequoia sempervirens,37.32141271,-122.0461967,46'-60',"28""",,,,,,06/30/2022,60% - Fair,Crown clean and clearance pruning
178,Coast Redwood,Sequoia sempervirens,37.32142813,-122.0461636,46'-60',"27""",,,,,,06/30/2022,60% - Fair,Crown clean and clearance pruning
179,Privet Species,Ligustrum spp.,37.32116057,-122.0457319,16'-30',"8""",,,,,,04/04/2022,60% - Fair,Removal/Flush Cut
180,Deodar Cedar,Cedrus deodara,37.32271263,-122.0467576,46'-60',"36""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown raise, and clearance pruning"
181,Deodar Cedar,Cedrus deodara,37.32268558,-122.0476427,46'-60',"35""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown raise, and clearance pruning  /  trunk excavation to help the tree roots breathe better"
182,Coast Live Oak,Quercus agrifolia,37.32264392,-122.0475201,31'-45',94.0,,,,,,07/05/2022,60% - Fair,"Add cabling support  /  Crown clean, crown thin, end-weight reduction, and clearance  /  trunk excavation to help the tree roots breathe better"
183.0,Hollywood Juniper,Juniperus chinensis cv. Torulosa,37.32267086,-122.0474682,16'-30',"4""",,,,,,04/04/2022,60% - Fair,No pruning needed at the moment
184,Hollywood Juniper,Juniperus chinensis cv. Torulosa,37.32271265,-122.0474725,16'-30',"3""",,,,,,04/04/2022,60% - Fair,No pruning needed at the moment
185,Deodar Cedar,Cedrus deodara,37.32270339,-122.0473678,46'-60',"34""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown raise, and clearance pruning"
186,Deodar Cedar,Cedrus deodara,37.32262627,-122.0473211,46'-60',"16""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown raise, and clearance pruning"
187,Deodar Cedar,Cedrus deodara,37.3226982,-122.0472241,46'-60',"58""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown raise, and clearance pruning"
188,Deodar Cedar,Cedrus deodara,37.32263954,-122.0472081,46'-60',"17""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown raise, and clearance pruning"
189,Deodar Cedar,Cedrus deodara,37.32265554,-122.0471075,46'-60',"18""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown raise, and clearance pruning"
190,Deodar Cedar,Cedrus deodara,37.3,-122.0,46'-60',"18""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown raise, and clearance pruning"
191,Deodar Cedar,Cedrus deodara,37.32271637,-122.0468846,46'-60',"19""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown raise, and clearance pruning  /  Remove broken branch"
192,Deodar Cedar,Cedrus deodara,37.32262258,-122.0468793,46'-60',"19""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown raise, and clearance pruning  /  Remove lower limbs"
193,Deodar Cedar,Cedrus deodara,37.32263439,-122.0467645,46'-60',"19""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown raise, and clearance pruning"
194,Deodar Cedar,Cedrus deodara,37.3,-122.0,46'-60',"37""",,,,,,04/04/2022,60% - Fair,"Crown clean, crown raise, and clearance pruning"
195,Deodar Cedar,Cedrus deodara,37.32262732,-122.0466341,46'-60',"34""",,,,,,04/04/2022,40% - Poor,Crown Restoration
196,Deodar Cedar,Cedrus deodara,37.3,-122.0,46'-60',"20""",,,,,,04/04/2022,40% - Poor,Crown Restoration
